,title,type
3238,Inconsistant error messages for failed attribute modification,6
3239,bdist_msi package duplicates everything to a bogus location when run with /passive or /q,5
3240,EINTR handling in fcntl,5
3241,Elide Py_atomic fences when WITH_THREAD is disabled?,7
3243,list.index does not accept None as start or stop,5
3245,Obmalloc lock LOCK_INIT and LOCK_FINI are never used,5
3246,Mingw-w64 and python on windows x64,2
3248,PyBytes_FromObject accepts arbitrary iterable,5
3249,"Exception ignored in: <module 'threading' from ...threading.py> in _shutdown, assert tlock.locked()",5
3250,implement PEP 3118 struct changes,6
3251,subprocess on windows leaks stdout/stderr handle to child process when stdout/stderr overridden,3
3252,tarfile: accessing (listing and extracting) tarball fails with UnicodeDecodeError,5
3253,Add native enum support for argparse,6
3254,bdist_rpm fails due to wrong hardcoded assumption about RPM filename format,5
3255,"distutils : file ""bdist_rpm.py"" does not quote filenames when executing the rpm command",5
3257,logging.Handler.handleError should be called from logging.Handler.handle,5
3258,make pdb.set_trace() accept debugger commands as arguments and run them after entering the debugger,6
3259,Incomplete Internationalization in Argparse Module,5
3260,Document magic methods called by built-in functions,6
3261,Serialize dict with non-string keys to JSON — unexpected result,5
3262,RFC6266 support (Content-Disposition for HTTP),6
3263,Adding a recvexactly() to socket.socket: receive exactly n bytes,6
3264,cleanup temporary files in distutils.has_function,6
3265,json.dump() ignores its 'default' option when serializing dictionary keys,5
3266,Plistlib fails on certain valid plist values,5
3267,plistlib fails to parse bplist with 0x80 UID values,5
3268,Socket state corrupts when original socket object goes out of scope in a different thread,5
3269,Documentation for int constructor mentions __int__ but not __trunc__,6
3270,tkFileDialog crash on askopenfilename Python 2.7 64-bit Win7,1
3271,pyvenv: activate.fish breaks $PATH for bash scripts,5
3272,Incorporating float.is_integer into the numeric tower and Decimal,6
3274,Disasembler fall with Key Error while disassemble obfuscated code.,5
3275,"argparse required arguments displayed under ""optional arguments""",6
3276,shutil.which wrong result on Windows,5
3277,hashlib: add a method to hash the content of a file,6
3278,missing meta-info in documentation pdf,5
3279,Allow built-in module in package,6
3280,test_os fails when run on Windows ramdisk,5
3281,asyncio _UnixWritePipeTransport._close abandons unflushed writes,5
3282,multiprocessing behavior combining daemon with non-daemon children inconsistent with threading,5
3283,"Mixing multiprocessing pool and subprocess may create zombie process, and cause program to hang.",5
3285,Deprecate register_adapter() and register_converter() in sqlite3,6
3286,csv.reader Error message indicates to use deprecated,5
3287,_pyio.BufferedReader and _pyio.TextIOWrapper destructor don't emit ResourceWarning if the file is not closed,3
3288,faulthandler_user should use _PyThreadState_Current,5
3289,Need an ability to build standard DLLs with distutils,6
3290,argparse: 'resolve' conflict handler damages the actions of the parent parser,5
3291,test_dbm_gnu,1
3292,Re: Allow Path.relative_to() to accept non-ancestor paths,6
3294,Document how to cite Python,6
3295,ICC compiler: ICC treats denormal floating point numbers as 0.0,1
3296,pyclbr module needs to be more flexible on loader support,5
3297,Support for read()/write()/select() on asyncio,6
3298,inspect.getclosurevars returns incorrect variable when using class member with the same name as other variable,5
3299,Problem with testembed make dependencies in certain circumstances,2
3300,ctypes.util.find_library() should return full pathname instead of filename in linux,6
3301,unittest.mock does not wrap dunder methods (__getitem__ etc),5
3302,unittest subTest failure causes result to be omitted from listing,5
3303,Replacement for unittest.mock.mock_open,6
3304,Support subinterpreters in the GIL state API,6
3305,Make the PyGILState API compatible with multiple interpreters,6
3306,Documents input/output effects of how IDLE runs user code,6
3307,unittest load_tests protocol not working as documented,5
3308,unittest ignores the first ctrl-c when it shouldn't,5
3309,Failing ensure_future still creates a Task,5
3311,Inconsistency concerning nested scopes,6
3312,mingw: configure MACHDEP and platform for build,6
3313,mingw: translate gcc internal defines to python platform specific defines,6
3315,pkgutil.walk_packages returns extra modules,5
3316,Add stop_after parameter to setup(),6
3317,KeyboardInterrupt while in input() not catchable on Windows 10,5
3318,frozen executables should have an empty path,6
3319,"argparse with required field , not having new line separator in -help dispaly",5
3320,"mingw: Allow Objects/exceptions.c to include ""errmap.h""",6
3321,expose glossary link on hover,5
3322,CGI library - Using unicode in header fields,5
3324,Crash in installer,1
3325,Crash calling sqlite3_close with invalid pointer,1
3327,Unhandled exception (TypeError) with ftplib in function retrbinary/retrlines causes inoperable behavior without crashing,5
3328,Serialize array.array to JSON by default,6
3329,Add open_file_descriptor parameter to fcntl.lockf() (use the new F_OFD_SETLK flag),6
3331,Bad formatting in WinError 193 when using subprocess.check_call,6
3332,Incorrect operand precedence when implementing sequences in C,5
3333,Unchecked return value of I/O functions,5
3334,Result type depends on order of operands for bytes and bytearray,5
3335,distutils --record option does not validate existence of byte-compiled files,5
3336,Windows: subprocess.Popen: race condition for leaking inheritable handles,5
3338,add a flag that will not give the set a sys.stdin,6
3339,datetime.strptime without a year fails on Feb 29,6
3341,issue with PYTHON_FOR_BUILD,2
3342,cross-compilation of Python3.4,2
3343,Wrong line number attributed to comprehension expressions,5
3344,Backport of #17086 causes regression in setup.py,2
3346,csv.writer.writerows masks exceptions from __iter__,6
3347,ctypes.create_string_buffer does not add NUL if len(init) == size,5
3348,Mark __del__ not being called in cycles as an impl detail,5
3349,MINGW: install import library,6
3351,Windows frozen .exe multiprocessing.Queue access is denied exception,5
3352,Message.get_filename produces exception if the RFC2231 encoding is ill-formed,5
3353,add support string that are not inherited from PyStringObject,5
3356,Garbage collection of unused input sections from CPython binaries,7
3358,Add partial.kwargs,6
3361,Tkinter root window won't close if packed.,5
3362,'TypeError: object of type 'NoneType' has no len()' in 'splitdrive',2
3363,Python quits on running tkinter code with threads,5
3364,"Deadlock in thread.join on Python 2.7/Mac OS X 10.9, 10.10",5
3365,Python 2.7.10 and 3.4.4 hang on imaplib.IMAP4_SSL(),5
3366,Catch FileNotFoundError in socketserver.DatagramRequestHandler,5
3367,SocketServer.DatagramRequestHandler with empty response,5
3368,Tkinter dialogs will not close if root window not packed.,5
3369,"""incompatible pointer type"" while compiling Python3.5.1",5
3370,Crash in Tokenizer - Heap-use-after-free,1
3371,tcpserver should document non-threaded long-living connections,6
3372,zlib decompress as_bytearray flag,6
3373,tarfile can't add in memory files (reopened),6
3374,listen socket close in SocketServer.ForkingMixIn.process_request(),5
3375,"Deadlock in logging caused by a possible race condition with ""format""",1
3376,concurrent_futures Executor.map semantics better specified in docs,6
3377,Add 'geo' URI scheme (RFC 5870) to urllib.parse.uses_params,6
3378,shelve filename inconsistent between platforms,6
3379,time.strftime('%z') didn't make +HHMM return in windows xp,5
3382,sys.setprofile / sys.getprofile asymetry,5
3383,"suggestion for os.kill(pid,CTRL_C_EVENT) in tests",5
3384,3.5.1 installer issue on Win 7 32 bit,5
3385,Build Problem with GCC + Macintosh OS X 10.11 El Capitain,2
3386,OSError 17 due to _multiprocessing/semaphore.c assuming a one-to-one Pid -> process mapping.,5
3387,"Named entity ""vertical line"" missed in 2.7 htmlentitydefs.py",5
3388,multiprocessing.dummy.Queue does not expose same interface as multiprocessing.Queue,6
3389,Deprecate os.kill() on Windows,5
3391,multiprocessing.util._afterfork_registry leak in threaded environment,3
3393,tabulary entries in PDF documentation,5
3394,PDF documentation: long verbatim lines are cut off at right hand side,5
3395,textwrap should minimize number of breaks in extra long words,6
3397,Bypass imghdr module determines the type of image,5
3398,shutil._copyxattr() function shouldn't fail if setting security.selinux xattr fails,5
3399,DIfference between utf8 and utf-8 when i define python source code encoding.,5
3400,Solaris 10 build issues,2
3401,socketserver can't stop,5
3402,Calling SocketServer.shutdown() when server_forever() was not called will hang,5
3403,IDLE should start with HOME as the initial working directory,6
3404,concurrent.futures: add ScheduledExecutor,6
3406,Make subclassing SocketServer simpler for non-blocking frameworks,6
3407,Idle: timed autosave for shell (and maybe editor) window,6
3408,Change os.access to check ACLs under Windows,6
3409,TestProgram is mentioned in the unittest docs but is not documented,6
3410,http.cookies: Handle malformed cookie,6
3411,BaseCookie does not complain if a non RFC compliant cookie header was given,5
3412,Add support of copy protocol to zlib compressors and decompressors,6
3413,shutil.copyfile should internally use os.sendfile when possible,6
3414,extension built with a shared python cannot be loaded with a static python,6
3416,"""unpacked"" bytecode",6
3417,Shared execution context between doctests in a module,6
3418,Clean up turtle.py code formatting,6
3420,Allow zipapp to target modules,6
3421,BaseTransport.close() does not trigger connection_lost(),5
3422,Inconsistent behaviour of PEP 3101 formatting between versions,5
3423,zipimport is not PEP 3147 or PEP 488 compliant,5
3424,Make number serialization ES6/V8 compatible,6
3425,Deprecate the zlib decompressor’s flush() method,6
3427,zipfile.ZipFile.write() does not accept bytes arcname,5
3428,"platform.system() should be ""macosx"" instead of ""Darwin"" on OSX",5
3429,replacing obj.__dict__ with a subclass of dict,5
3430,zipfile.ZipInfo slots can raise unexpected AttributeError,5
3431,run runtktests.py error when test tkinter,5
3432,New misleading wording in execution model documenation,6
3434,Python with ncurses6.0 will not load _curses module on Solaris 10,2
3436,urllib2 initiate irregular call to gethostbyaddr,7
3437,argparse: mutually exclusive groups full of help-suppressed args can cause AssertionErrors,5
3438,Some test_ssl network tests fail if svn.python.org is not accessible.,5
3439,HTTPResponse.close() should consume all remaining data in body if any,6
3440,Tutorial incorrectly claims that (explicit) relative imports don't work in the main module,5
3441,xxlimited/xxmodule docstrings ambiguous,6
3442,"socket, PEP 383: Mishandling of non-ASCII bytes in host/domain names",5
3443,Printing: No print dialog or page setup,6
3446,Append system paths in setup.py instead of prepending,5
3447,inspect.iscoroutinefunction raises TypeError when checks Mock of function or coroutinefunction,5
3448,python3 k1om dissociation permanence: readelf,2
3449,python3 k1om dissociation permanence: libffi,2
3450,test_pkg test_4 and/or test_7 sometimes fail,5
3451,optparse: various problems with unicode and gettext,5
3452,"xmlrpclib methods submit call on __str__, __repr__",5
3453,Limiting data copy in xmlrpclib,3
3455,ISO-2022 seeking forgets state,5
3456,optimize compilation options,7
3457,PyImport_GetModuleDict: no module dictionary! when `__del__` triggers a warning,1
3458,Unsafe to BaseEventLoop.set_debug(False) when PYTHONASYNCIODEBUG=1,5
3459,shlex.quote and pipes.quote do not quote shell keywords,5
3460,HTTPPasswordMgrWithPriorAuth does not work with DigestAuthentication,6
3461,asyncore asynchat hanging on ssl,1
3462,regression in pdb output between 2.7 and 3.5,5
3464,pulldom.DOMEventStream.__getitem__ is broken,5
3465,pulldom.PullDOM doesn't populate DOM tree,5
3466,ElementTree and minidom don't prevent creation of not well-formed XML,6
3467,pulldom doesn't provide END_DOCUMENT or COMMENT nodes.,5
3468,ConfigParser.get() doc to be updated according to the configparser.py header doc,6
3469,Raise ImportWarning when loader.load_module() is used,5
3471,zipfile: symlinks etc.,6
3473,"On Windows, os.scandir will keep a handle on the directory until the iterator is exhausted",5
3474,__package__ not set to None under pdb in Python 3,5
3475,Reference leaks in test_smtplib,3
3476,Expose Py_TPFLAGS_ values from Python,6
3477,ftplib.sendcmd only accepts string,5
3478,zipfile cannot handle zip files where the archive size for a file does not match actual contents,5
3479,"sockaddr_l2 lacks CID, address type (AF_BLUETOOTH sockets)",5
3480,Deprecate threading.Thread.isDaemon etc,6
3481,__qualname__ different when calling generator object w/ functions.partial,5
3483,bdist_rpm should support %config(noreplace),6
3484,re.compile() repr end quote truncated,5
3485,test_shutil fails when gid name is missing,5
3486,http.client PUT method ignores error responses sent immediatly after headers,5
3487,Let launcher autoselect best 32-bit Python on 64-bit system,6
3488,minidom does not encode correctly when calling Document.writexml,5
3489,Non-ascii Windows locale names,5
3491,Crash when reading sys.stdin.buffer in a daemon thread,1
3492,test_ascii_formatd fails on Mac when built with Intel compiler,1
3493,HTMLParser lacking a few features to reconstruct input exactly,6
3494,Support embedding the standard library in an executable,6
3495,collections.abc documentation incomplete,6
3496,Add stat caching option to pathlib,6
3497,distutils default compiler API is incomplete,5
3498,Missing signatures operator module,6
3499,"Use ""with"" to avoid possible fd leaks",3
3500,add dedicated functions mrohasattr and mrogetattr,6
3501,Document necesities for cmp argument of sorted,6
3502,Mention dict and set comps in library reference,6
3503,collections.abc.Mapping should include a __reversed__ that raises TypeError,5
3504,Add advice on best practices for hashing secrets,6
3505,json fails to serialise numpy.int64,6
3506,whitespace in strip()/lstrip()/rstrip(),6
3507,"Reference 3. Data Model: miscellaneous minor cleanups on the word ""sequence"".",6
3508,Python 3 documentation for eval is incorrect,6
3509,Clarify exactly what \w matches in UNICODE mode,6
3510,urllib.parse.urljoin is broken in python 3.5,5
3511,Doc: Use of old description of raise in Python3,6
3512,regex: Support for recursive patterns,6
3513,Allow documentation switcher to change url to /3/ and /dev/,6
3514,not operator expression raising a syntax error,5
3515,"Better expose closure, generator & coroutine status of functions",6
3516,Modernize HTML output of difflib.HtmlDiff.make_file(),6
3517,Mutable Sequence Type works different for lists and bytearrays in slice[i:j:k],6
3518,"Port Python to 3DS: micro kernel, homebrew, newlib (Missing guards for some POSIX functions)",2
3519,"zipfile.write, arcname should be allowed to be a byte string",5
3520,Clean up/refactor/make discoverable test_decimal,6
3521,tempfile.mkdtemp fails with non-ascii paths on Python 2,5
3522,Document why generators don't support the context management protocol,6
3523,"Expose a simple ""is IEEE 754"" flag in sys.float_info",6
3524,Update _test_multiprocessing.py to use script helpers,6
3525,strptime not parsing some timezones,5
3526,2to3 fix_renames renames sys.maxint only in imports,5
3527,Make regrtest with --huntrleaks check for fd leaks,6
3528,Add index attribute to IndexError,6
3529,making builtin exceptions more informative,6
3530,Add type checks to urllib.request.Request,6
3531,2.7.10 glibc double free detected,1
3532,Clarify documentation of positional-only default values,6
3533,subprocess.Popen.communicate causing local tty terminal settings to change inconsistently,5
3534,"add dir_fd for mkstemp, and also maybe to all tempfile.*",6
3535,py_compile.compile fails if existing bytecode file is unwritable,5
3536,Cannot import modules out of zip file with extended-length path on windows,5
3537,argparse.ArgumentError missing error message in __repr__,5
3538,Ctrl+C Can't Exit Script with Pool on Windows,5
3539,ProcessPoolExecutor deadlock on KeyboardInterrupt,5
3543,code_context not available in exec(),5
3544,Clean up and fix OrderedDict,5
3545,Integer overflow in _bsddb leads to heap corruption,1
3546,Invalid MIME encoding generated by email.mime (line too long),5
3548,PyOS_AfterFork should reset socketmodule's lock,5
3549,OrderedDict has strange behaviour when dict.__setitem__ is used.,1
3550,Scope for raise without argument is different in Python 2 and 3,5
3551,building with 2to3 generates wrong import paths because build_ext is run after build_py,5
3552,asyncio : ProactorEventLoop raised BlockingIOError when ThreadPoolExecutor has many workers,5
3553,"canceling a repair install breaks the ability to uninstall, repair, or re-install",5
3554,tokenize.untokenize does not maintain the order of tabbed indentations and leading spaces,5
3555,Use __spec__.__name__ instead of __name__ in the docs where appropriate,6
3556,Check for subsequence inside a sequence,6
3557,unicodedata_UCD_lookup() has theoretical buffer overflow,5
3560,Worker stall in multiprocessing.Pool,5
3562,array.array accepting byte-order codes in format strings,6
3563,A little faster ElementTree serializing,7
3565,ftplib.ftpcp test,6
3566,multithreading traceback KeyError when modifying file,1
3567,os.stat raises exception when using unicode and no locale is set,5
3569,Define StringIO seek offset as code point offset,6
3570,shlex.quote doesn't work on bytestrings,6
3572,Compile error with pytime.h - struct timespec declared inside parameter list,2
3573,Structure field size/ofs __str__ wrong with large size fields,5
3574,unittest API for detecting test failure in cleanup/teardown,6
3575,Unify tests for str.format and string.Formatter,6
3576,Add shutil.chowntree,6
3577,"struct.unpack('?', '\x02') returns (False,) on Mac OSX",5
3578,Python unexpectedly ignores a signal after fork,5
3580,InteractiveInterpreter always prints to stdout,6
3581,getpass falls back when sys.stdin is changed,5
3582,Enhance frame handing in warnings.warn(),6
3583,Warnings stacklevel frames to skip,6
3585,imaplib: Mailbox names are not quoted,5
3586,Make urllib.parse.SplitResult etc arguments optional,6
3587,modsupport: 'countformat' does not handle strings without bracket levels correctly,5
3589,typeobject.c call_method & call_maybe can leak references on 'func',3
3590,Python 2.7.9 test_gdb fails on CentOS 7,5
3591,Add autocompletion for keys in dictionaries,6
3593,Infinite Recursion during Unpickling a codecs Object,5
3595,resource max value represented as signed when should be unsigned,5
3596,"Possible problem in documentation of module subprocess, method send_signal",5
3597,time_test fails after strptime(),5
3598,Add support for CAN_RAW_JOIN_FILTERS,6
3601,"Consider isinstance(..., numbers.Integral) instead of isinstance(..., int) or isinstance(..., (int, long)) in datetime.py",5
3602,Python should support exporting thread names to the OS,6
3603,Crash due to using weakref referent without acquiring a strong reference,1
3604,call fchdir if subprocess.Popen(cwd=integer|fileobject),6
3605,pickle + weakref.proxy(self),6
3606,signal.signal/signal.alarm not working as expected,5
3607,Usual Installation Directory,6
3608,Define EXIT_SUCCESS and EXIT_FAILURE constants in sys,6
3609,multiple issues in http.client,5
3610,Add PAYLOAD_TOO_LARGE / URI_TOO_LONG (new name in RFC 7231),6
3611,ConfigParser should never write broken configurations,5
3612,Document pickle behavior for subclasses of dicts/lists,5
3613,Attempt to further increase test coverage of calendar module,6
3614,Attempt full test coverage of LocaleTextCalendar.formatweekday,6
3615,Add the close method for ElementTree.iterparse() object,3
3616,"BaseHTTPRequestHandler, update the protocol version to http 1.1 by default?",6
3617,Use $HOSTPYTHON when determining candidate interpreter for $PYTHON_FOR_BUILD.,6
3618,Explain ConfigParser 'valid section name' and .SECTCRE,6
3619,email parser ignores inner multipart boundary when outer message duplicates it,5
3620,IDLE - deprecate running without a subprocess,6
3621,time.strftime() and Unicode characters on Windows,5
3623,Unify trace and profile interfaces,6
3624,Pickle breakage with reduction of recursive structures,5
3625,IDLE - shell becomes unresponsive if debugger windows is closed while active.,5
3626,IDLE - does not close if the debugger was active,5
3627,Python errors related to failures loading DLL's lack information,6
3628,In unittest.TestResult .startTestRun() and .stopTestRun() methods don't work,5
3630,Come up with a good way to handle module aliasing,6
3632,EmailMessage should throw an error if policy is set to compat32,1
3633,The documentation for urllib.request should mention http.client.HTTPException,5
3634,urllib.request.urlopen leaks exceptions from socket and httplib.client,5
3635,Segmentation fault with invalid Unicode command-line arguments in embedded Python,1
3636,urllib2 cannot fully read FTP file,5
3637,mock.patch.dict spoils order of items in collections.OrderedDict,5
3638,zipimport behaves badly when the zip file changes while the process is running,5
3639,socket.sendall broken when a socket has a timeout,5
3640,decouple unittest assertions from the TestCase class,6
3641,Make urllib.request.Request.has_header() etc case-insensitive,6
3642,doctest doesn't find nested functions,5
3643,email parsing docs: clarify that only ASCII strings are supported,5
3644,Unable to install Python 3.5 on Windows 10,3
3645,SimpleHTTPServer throwed an exception due to negtive st_mtime attr in file,5
3646,Wrong usage of sockaddr_un struct for abstract namespace unix sockets,5
3647,locale.atof keep '.' even if not part of the localeconv,5
3648,Windows 10: _tkinter import fails,5
3650,greenlet header file is missing inside virtualenv,5
3651,multiprocessing .Condition.notify(_all) function has O(N) time complexity where N is the number of wait() calls with a timeout since the last notify(_all) call,7
3652,Python 2 & 3 don't allow the user to disable ctypes SEH in windows,6
3653,signal.siginterrupt description has typo,6
3654,Unhandled warning in test_unicode_file,5
3655,Tkinter in Python 3.4 on Windows don't post internal clipboard data to the Windows clipboard on exit,5
3656,difflib.unified_diff(...) produces invalid patches,6
3657,Allow doctest to find line number of __test__ strings if formatted as a triple quoted string.,5
3658,doctest.testmod does not run tests in functools.partial functions,6
3659,Auto-generate exceptions.c from a Python file,6
3666,Investigate implementation of PyOS_CheckStack on OSX,5
3668,multiprocessing pool blocks SIGTERM from being handled,5
3669,Document recommended exception for objects that shouldn't be pickled,6
3670,Inconsistent naming of custom command in setup.py help output,5
3671,Increase unit test coverage for abc.py,6
3672,PermissionError in subprocess.check_output() when an inaccessible directory on the path,5
3673,Put “deprecated” warnings first,6
3674,Interrupts are lost during readline PyOS_InputHook processing (reopening),5
3675,Socket timeout can cause file-like readline() method to lose data,5
3676,tkinter: PhotoImage transparency methods,6
3679,run_tests.py doesn't set test.support.verbose correctly,5
3680,Lib/types.py nit: isinstance != PyType_IsSubtype,5
3681,imaplib cannot handle mailboxes with ACL: lrs,5
3682,PyTraceBack_Print()/_Py_DisplaySourceLine() should take custom loaders into account,5
3684,"cgi.FieldStorage, multipart, missing Content-Length",5
3685,document what codec PyMemberDef T_STRING decodes the char * as,5
3686,Shelve consistency issues,6
3687,Rounding errors with statistics.variance,6
3688,message.as_bytes() produces recursion depth exceeded,5
3689,Using new 'bool' format character,6
3690,pythonx.y-config --ldflags out of /usr and missing -L<install_lib_dir>,6
3692,Add block info to unicodedata,6
3693,__floordiv__ in module fraction fails with TypeError instead of returning NotImplemented,5
3694,Add encoding aliases from the (HTML5) Encoding Standard,6
3695,List pybind11 binding generator,6
3696,BytesGenerator does not handle 'binary' CTE correctly,6
3697,test_sys.test_ioencoding_nonascii() fails with ASCII locale encoding,5
3698,urllib bypasses all hosts if proxyoverride includes an empty element,5
3699,Add support of pickling very large bytes and str objects with protocol < 4,6
3700,improve ac_cv_have_long_long_format GCC fallback,6
3701,Make of Python 3.2.2 fails on Solaris SPARC,2
3702,Unittest runner needs an option to call gc.collect() after each test,6
3704,Spurious warning when compiling extension module,5
3705,KeyboardInterrupt handling and traceback broken on Windows 10,5
3706,PyTraceBack_Print() fails if signal received but PyErr_CheckSignals() not called,5
3707,Python doesn't exit with proper resultcode on SIGINT,6
3708,asyncio/Windows: Unix datagram sockets not supported,6
3709,argparse remove subparser,6
3710,timemodule build fail - missing definitions for _Py_BEGIN_SUPPRESS_IPH and _Py_END_SUPPRESS_IPH,2
3711,Mention octal format of mode argument of os.chmod,6
3712,"Misleading docs for sha1, sha256, sha512, md5 modules",5
3713,ctypes pointer arithmetic,6
3716,Contributing to Python 2x and 3x Documentation. Translation to Russian.,6
3717,Document atomic operations on builtin types,6
3718,test_json crashes with stack overflow on Windows,5
3719,telnetlib: process_rawq() and binary data,6
3720,Using Windows doc should list service packs needed to install,6
3721,Cryptic error message if incorrect spec is set on a callable mock,5
3722,Enhancing the argparse help output,6
3724,Add https?_proxy support to http.client,6
3726,inspect.getargs fails on some anonymous tuples,5
3727,Document how to make pty.spawn not copy data,6
3728,Absolute imports fail in some cases where relative imports would work,5
3730,Speed up list comprehensions by preallocating the list where possible,7
3731,"test_unicode_file fails: shutil.copy2 says ""same file""",5
3732,"Allow passing ""delete=False"" to TemporaryDirectory",6
3735,tokenize module should have a unicode API,6
3736,tokenize: add support for tokenizing 'str' objects,6
3737,tokenize unconditionally emits NL after comment lines & blank lines,6
3738,"""modernize"" the modulefinder module",6
3740,TypeError: __init__() takes at least 4 arguments (4 given),5
3741,HtmlParser doesn't handle void element tags correctly,5
3742,PyRun_InteractiveLoop fails to run interactively when using a Linux pty that's not tied to stdin/stdout,5
3743,Unexpected socket exception on SFTP 'STOR' command,5
3745,Allow multilevel subdirectories in cgi_directories,6
3746,Format parser is too permissive,5
3747,Support parametrized tests in unittest,6
3748,Add windows_helper module helper,6
3749,http.server query string handling is incorrect and inefficient,5
3750,http.server._url_collapse_path should live elsewhere,6
3751,http.server doesn't process Status header from CGI scripts,6
3753,Idle: pseudofiles have no buffer attribute.,6
3754,Documentation v/s behaviour mismatch wrt integer literals containing non-ASCII characters,5
3755,"""python -m pydoc -w"" fails in nondecodable directory",5
3756,Create a way to always run tests in subprocesses within regrtest,6
3757,Add method to detect if a string contains surrogates,6
3758,"Add utilities to ""clean"" surrogate code points from strings",6
3759,Windows MSI installer should mklink (symlink) python.exe to python2.7.exe,6
3760,Tkinter modules built successfully but removed because they could not be imported,2
3761,test_resource fails when file size is limited,5
3762,Add remove_argument() method to argparse.ArgumentParser,6
3763,Failed tests for Python 3.5.0 on shared virtual host,5
3764,HTMLParser handle_starttag replaces entity references in attribute value even without semicolon,5
3765,Stack overflow in reprlib causes a core dump,1
3766,Improve UX of IDLE Highlighting configuration tab,6
3768,setattr accepts invalid identifiers,5
3771,Installer>Install in user folder by default when you check: for all users,6
3773,Method cache can crash at shutdown in _PyType_Lookup,1
3775,python -m inspect --details fails in nondecodable directory,5
3776,Tests failed in nondecodable directory,5
3778,IDLE debugger could better visualize program execution,6
3780,TypeError: truncate() takes no keyword arguments,5
3781,IDLE: search regex errors should be in/attached to search dialog,5
3782,http.server.BaseHTTPRequestHandler send_response_only doesn't check the type and value of the code.,6
3783,test_code_module tests fail when run from the installed location,5
3784,Idle: make editor title bar user configurable,5
3785,"Idle unittests: make gui, mock switching easier.",6
3786,Close background process if IDLE closes abnormally.,5
3787,Make the Mac installer more like the Windows installer,6
3788,tkinter convenience dialogs don't use themed widgets,6
3789,Consistent failure in test_email on OS X Snow Leopard buildbot for Python 3.5,1
3790,Rounding mode of floating-point division is not well documented,5
3791,"Python libcrypt build problem on Solaris 8, 9, 10 and OpenSolaris",2
3793,Make tests more PyPy compatible,6
3794,ctypes' find_library breaks with ARM ABIs,5
3795,allow the testsuite to run in the installed location,5
3797,Test_tools not working on Windows.,5
3798,Type variable substitution in type instances,5
3799,subprocess.Popen behaves incorrect when moved in process tree,5
3800,Multiprocessing not timely flushing stack trace to stderr,5
3801,quopri module differences in quoted-printable text with whitespace,5
3802,CGI large POST data string truncated,5
3803,Better repr for multiprocessing.synchronize objects,6
3804,The proxy key's string should ignore case.,6
3805,Possible race condition in Pool,5
3806,Use sendfile where possible in httplib,7
3807,subprocess.pipe function,6
3809,windows installer does not allow 32 and 64 installs side by side,5
3810,no support for Bluetooth LE in socket,6
3811,Bluetooth support untested,5
3812,bring BTPROTO_SCO inline with other Bluetooth protocols,6
3813,Strange behavior under doctest: staticmethods have different __globals__,6
3814,ElementTree only writes declaration when passed encoding,5
3815,Cannot override 'connection: close' in urllib2 headers,5
3816,Allow better verbosity / output control in test cases,6
3817,pathlib should allow converting to absolute paths without resolving symlinks,6
3819,"The docs never define what a pool ""task"" is",6
3820,Add tunnel CONNECT response headers to httplib / http.client,6
3821,run_pdb() in test_pdb.py always returns stderr as None,5
3822,better exception message when an unsupported object is passed to `async for` (pep 492),6
3824,mock.call_args compares as equal and not equal,5
3825,Foreign language support in turtle module,6
3826,Define a standard location and API for configuration files,6
3827,"imaplib.IMAP4() ends with ""Name or service not known"" on Fedora 18",5
3828,function with modified __name__ uses original name when there's an arg error,5
3829,Not documented special names,6
3830,shutil copy to non-existant directory,5
3831,_strptime.TimeRE should not enforce range in regex,5
3832,CFLAGS for Visual Studio,6
3833,Tkinter tests that fail on linux in tiling window manager,5
3834,Use interactive input even if stdout is redirected,5
3835,"shutil.get_terminal_size() throws ValueError if stdout is detached, no fallback",5
3836,Unify arguments names in Unicode object C API documentation,6
3837,Identifier lookup in a multi-level package is flakey,2
3839,Add classproperty as builtin class,6
3841,Python: Not just OO style but this is not mentioned on python.org or in FAQ,6
3842,"tkinter: change API of non-functioning peer_create, does not instantiate Text",6
3843,Add 128-bit integer support to ctypes,6
3844,Add 128-bit integer support to struct,6
3845,HTTPException is derived from Exception instead of IOError,6
3846,Remove domain from ipaddress.reverse_pointer property and add method,6
3849,LDSHARED is not set according when CC is set.,5
3850,locale.py resetlocale throws exception on Windows (getdefaultlocale returns value not usable in setlocale),5
3851,"Add means to mark unittest.TestCases as ""do not load"".",6
3854,Make LOGGING_FORMAT of assertLogs configurable,6
3855,unittest package-level set up & tear down module,6
3856,Distutils doesn't quote Windows command lines properly,5
3857,bdist_dumb and --relative on Windows fails,5
3858,sysconfig.py and distutils.sysconfig.py disagree on directory spelling on Windows,5
3859,Provide a way for assertLogs to optionally not hide the logging output,6
3860,ctypeslib patch for regular expression for symbols to include,5
3861,Provide a unittest api for controlling verbosity in tests,6
3863,unittest discovery doesn't detect namespace packages when given no parameters,5
3864,"unittest.mock.Mock's new ""unsafe"" feature needs a better error message",5
3865,Patch: add timeout to difflib SequenceMatcher ratio() and quick_ratio(),6
3866,SQLite3 iterdump ordering,5
3867,dbm.sqlite proof of concept,6
3868,The sqlite3 context manager does not work with isolation_level=None,5
3869,3.5.0b3 Windows accept() on unready non-blocking socket raises PermissionError [now need unit test],5
3870,Windows launcher docs don't fully explain shebang semantics,5
3871,global .pdbrc on windows 7 not reachable out of the box,6
